England,1838,1.064
England,1839,0.589
England,1840,0.661
England,1841,0.4
England,1842,0.168
England,1847,0.246
England,1848,0.397
England,1849,0.264
England,1850,0.262
England,1851,0.389
England,1852,0.401
England,1853,0.171
England,1854,0.151
England,1855,0.131
England,1856,0.116
England,1857,0.202
England,1858,0.329
England,1859,0.193
England,1860,0.136
England,1861,0.064
England,1862,0.078
England,1863,0.286
England,1864,0.364
England,1865,0.301
England,1866,0.139
England,1867,0.114
England,1868,0.091
England,1869,0.067
England,1870,0.113
England,1871,1.012
England,1872,0.821
England,1873,0.098
England,1874,0.088
England,1875,0.035
England,1876,0.099
England,1877,0.173
England,1878,0.074
England,1879,0.021
England,1880,0.025
England,1881,0.119
England,1882,0.05
England,1883,0.036
England,1884,0.082
England,1885,0.103
England,1886,0.011
England,1887,0.019
England,1888,0.039
England,1889,0.001
England,1890,0
England,1891,0.002
England,1892,0.015
England,1893,0.049
England,1894,0.027
England,1895,0.007
England,1896,0.018
England,1897,0.001
England,1898,0.008
England,1899,0.005
England,1900,0.003
