Scotland,1855,0.44
Scotland,1856,0.436
Scotland,1857,0.281
Scotland,1858,0.11
Scotland,1859,0.224
Scotland,1860,0.489
Scotland,1861,0.25
Scotland,1862,0.137
Scotland,1863,0.526
Scotland,1864,0.552
Scotland,1865,0.12
Scotland,1866,0.062
Scotland,1867,0.031
Scotland,1868,0.005
Scotland,1869,0.019
Scotland,1870,0.034
Scotland,1871,0.429
Scotland,1872,0.718
Scotland,1873,0.327
Scotland,1874,0.358
Scotland,1875,0.022
Scotland,1876,0.011
Scotland,1877,0.011
Scotland,1878,0.001
Scotland,1879,0.002
Scotland,1880,0.003
Scotland,1881,0.005
Scotland,1882,0.001
Scotland,1883,0.003
Scotland,1884,0.004
Scotland,1885,0.01
Scotland,1886,0.006
Scotland,1887,0.004
Scotland,1888,0
Scotland,1889,0.001
Scotland,1892,0.003
Scotland,1893,0.017
Scotland,1894,0.032
Scotland,1895,0.011
Scotland,1896,0.0004
Scotland,1897,0.002
Scotland,1898,0.0004
Scotland,1899,0.0002
