Prussia,1847,0.095
Prussia,1848,0.137
Prussia,1849,0.108
Prussia,1850,0.157
Prussia,1851,0.129
Prussia,1852,0.189
Prussia,1853,0.395
Prussia,1854,0.436
Prussia,1855,0.097
Prussia,1856,0.073
Prussia,1857,0.133
Prussia,1858,0.264
Prussia,1859,0.196
Prussia,1860,0.189
Prussia,1861,0.302
Prussia,1862,0.211
Prussia,1863,0.338
Prussia,1864,0.462
Prussia,1865,0.438
Prussia,1866,0.62
Prussia,1867,0.432
Prussia,1868,0.188
Prussia,1869,0.194
Prussia,1870,0.175
Prussia,1871,2.432
Prussia,1872,2.624
Prussia,1873,0.356
Prussia,1874,0.095
Prussia,1875,0.036
Prussia,1876,0.031
Prussia,1877,0.003
Prussia,1878,0.007
Prussia,1879,0.013
Prussia,1880,0.026
Prussia,1881,0.036
Prussia,1882,0.036
Prussia,1883,0.02
Prussia,1884,0.014
Prussia,1885,0.014
Prussia,1886,0.005
Prussia,1887,0.005
Prussia,1888,0.003
Prussia,1889,0.005
Prussia,1890,0.0012
Prussia,1891,0.0012
Prussia,1892,0.003
Prussia,1893,0.0044
Prussia,1894,0.0025
Prussia,1895,0.0006
Prussia,1896,0.0002
Prussia,1897,0.0002
Prussia,1898,0.0004
